300129007,Acxiom US Automotive > Consumer Dynamics > Automotive Segmentation > 07 - Working for a Living,Acxiom US,Working for a Living households likely have a high propensity for Japanese or Korean Sports cars. These households are internet savvy with mid-range for income and anywhere from 18-55 in age.
300129008,Acxiom US Automotive > Consumer Dynamics > Automotive Segmentation > 08 - Wide Open Spaces,Acxiom US,Wide Open Spaces households likely have a high propensity for Domestic Full-Size Pickup trucks.  These households live in rural areas and are  mostly 30 to 65 years old.  Income ranges are widely mixed.
300129009,Acxiom US Automotive > Consumer Dynamics > Automotive Segmentation > 09 - Unattached Urbans,Acxiom US,Unattached Urbans households likely have a high propensity for Korean cars and SUVs. These single households live in the largest cities and surrounding areas and are from 30-65 years in age.
300129010,Acxiom US Automotive > Consumer Dynamics > Automotive Segmentation > 10 - Singles on a Shoestring,Acxiom US,Singles on a Shoestring households likely have a high propensity for Korean cars. These single households are more price sensitive and may be raising children alone or on a fixed income. Ages vary from 30 to 75.
10402,Acxiom US Automotive > Current Vehicle,Acxiom US,Household specific information about current vehicle owned by make and year
2001,Acxiom US Automotive > Current Vehicle > Make,Acxiom US,Indicates the code of the make of the 1st vehicle in the household.
2002,Acxiom US Automotive > Current Vehicle > Make > Acura,Acxiom US,Households with people who own an Acura vehicle
2005,Acxiom US Automotive > Current Vehicle > Make > Audi,Acxiom US,Households with people who own an Audi vehicle
2006,Acxiom US Automotive > Current Vehicle > Make > BMW,Acxiom US,Households with people who own an BMW vehicle
2007,Acxiom US Automotive > Current Vehicle > Make > Buick,Acxiom US,Households with people who own a Buick vehicle
2008,Acxiom US Automotive > Current Vehicle > Make > Cadillac,Acxiom US,Households with people who own a Cadillac vehicle
2009,Acxiom US Automotive > Current Vehicle > Make > Chevrolet,Acxiom US,Households with people who own a Chevrolet vehicle
2010,Acxiom US Automotive > Current Vehicle > Make > Chrysler,Acxiom US,Households with people who own a Chrysler vehicle
2013,Acxiom US Automotive > Current Vehicle > Make > Dodge,Acxiom US,Households with people who own a Dodge vehicle
2015,Acxiom US Automotive > Current Vehicle > Make > Ford,Acxiom US,Households with people who own a Ford vehicle
2017,Acxiom US Automotive > Current Vehicle > Make > GMC,Acxiom US,Households with people who own a GMC light duty vehicle
2018,Acxiom US Automotive > Current Vehicle > Make > Honda,Acxiom US,Households with people who own a Honda vehicle
2020,Acxiom US Automotive > Current Vehicle > Make > Hyundai,Acxiom US,Households with people who own a Hyundai vehicle
2021,Acxiom US Automotive > Current Vehicle > Make > Infiniti,Acxiom US,Households with people who own a Infiniti vehicle
2022,Acxiom US Automotive > Current Vehicle > Make > Isuzu,Acxiom US,Households with people who own a Isuzu vehicle
2023,Acxiom US Automotive > Current Vehicle > Make > Jaguar,Acxiom US,Households with people who own a Jaguar vehicle
2024,Acxiom US Automotive > Current Vehicle > Make > Jeep,Acxiom US,Households with people who own a Jeep vehicle
2025,Acxiom US Automotive > Current Vehicle > Make > Kia,Acxiom US,Households with people who own a Kia vehicle
2026,Acxiom US Automotive > Current Vehicle > Make > Land Rover,Acxiom US,Households with people who own a Land Rover vehicle
2027,Acxiom US Automotive > Current Vehicle > Make > Lexus,Acxiom US,Households with people who own a Lexus vehicle
2028,Acxiom US Automotive > Current Vehicle > Make > Lincoln,Acxiom US,Households with people who own a Lincoln vehicle
2029,Acxiom US Automotive > Current Vehicle > Make > Mazda,Acxiom US,Households with people who own a Mazda vehicle
2030,Acxiom US Automotive > Current Vehicle > Make > Mercedes,Acxiom US,Households with people who own a Mercedes-Benz vehicle
2031,Acxiom US Automotive > Current Vehicle > Make > Mercury,Acxiom US,Households with people who own a Mercury vehicle
2033,Acxiom US Automotive > Current Vehicle > Make > Mini,Acxiom US,Households with people who own a Mini vehicle
2034,Acxiom US Automotive > Current Vehicle > Make > Mitsubishi,Acxiom US,Households with people who own a Mitsubishi vehicle
2035,Acxiom US Automotive > Current Vehicle > Make > Nissan,Acxiom US,Households with people who own a Nissan vehicle
2036,Acxiom US Automotive > Current Vehicle > Make > Oldsmobile,Acxiom US,Households with people who own a Oldsmobile vehicle
2038,Acxiom US Automotive > Current Vehicle > Make > Plymouth,Acxiom US,Households with people who own a Plymouth vehicle
2039,Acxiom US Automotive > Current Vehicle > Make > Pontiac,Acxiom US,Households with people who own a Pontiac vehicle
2040,Acxiom US Automotive > Current Vehicle > Make > Porsche,Acxiom US,Households with people who own a Porsche vehicle
2041,Acxiom US Automotive > Current Vehicle > Make > Saab,Acxiom US,Households with people who own a Saab vehicle
2042,Acxiom US Automotive > Current Vehicle > Make > Saturn,Acxiom US,Households with people who own a Saturn vehicle
2043,Acxiom US Automotive > Current Vehicle > Make > Scion,Acxiom US,Households with people who own a Scion vehicle
2046,Acxiom US Automotive > Current Vehicle > Make > Subaru,Acxiom US,Households with people who own a Subaru vehicle
2047,Acxiom US Automotive > Current Vehicle > Make > Suzuki,Acxiom US,Households with people who own a Suzuki vehicle
2048,Acxiom US Automotive > Current Vehicle > Make > Toyota,Acxiom US,Households with people who own a Toyota vehicle
2049,Acxiom US Automotive > Current Vehicle > Make > Volkswagen,Acxiom US,Households with people who own a Volkswagen vehicle
2050,Acxiom US Automotive > Current Vehicle > Make > Volvo,Acxiom US,Households with people who own a Volvo vehicle
2051,Acxiom US Automotive > Current Vehicle > Year,Acxiom US,Household specific information about current vehicle owned by make and year
2064,Acxiom US Automotive > Current Vehicle > Year > 1998,Acxiom US,Households with people who own a 1998 model year vehicle
2065,Acxiom US Automotive > Current Vehicle > Year > 1999,Acxiom US,Households with people who own a 1999 model year vehicle
2066,Acxiom US Automotive > Current Vehicle > Year > 2000,Acxiom US,Households with people who own a 2000 model year vehicle
2067,Acxiom US Automotive > Current Vehicle > Year > 2001,Acxiom US,Households with people who own a 2001 model year vehicle
2068,Acxiom US Automotive > Current Vehicle > Year > 2002,Acxiom US,Households with people who own a 2002 model year vehicle
2069,Acxiom US Automotive > Current Vehicle > Year > 2003,Acxiom US,Households with people who own a 2003 model year vehicle
2070,Acxiom US Automotive > Current Vehicle > Year > 2004,Acxiom US,Households with people who own a 2004 model year vehicle
2071,Acxiom US Automotive > Current Vehicle > Year > 2005,Acxiom US,Households with people who own a 2005 model year vehicle
2072,Acxiom US Automotive > Current Vehicle > Year > 2006,Acxiom US,Households with people who own a 2006 model year vehicle
2073,Acxiom US Automotive > Current Vehicle > Year > 2007,Acxiom US,Households with people who own a 2007 model year vehicle
2074,Acxiom US Automotive > Current Vehicle > Year > 2008,Acxiom US,Households with people who own a 2008 model year vehicle
2075,Acxiom US Automotive > Current Vehicle > Year > 2009,Acxiom US,Households with people who own a 2009 model year vehicle
2076,Acxiom US Automotive > Current Vehicle > Year > 2010,Acxiom US,Households with people who own a 2010 model year vehicle
2077,Acxiom US Automotive > Current Vehicle > Year > 2011,Acxiom US,Households with people who own a 2011 model year vehicle
2078,Acxiom US Automotive > Current Vehicle > Year > 2012,Acxiom US,Households with people who own a 2012 model year vehicle
2079,Acxiom US Automotive > Current Vehicle > Year > 2013,Acxiom US,Households with people who own a 2013 model year vehicle
2080,Acxiom US Automotive > Current Vehicle > Year > 2014,Acxiom US,Households with people who own a vehicle built in 2014
2081,Acxiom US Automotive > Current Vehicle > Year > 2015,Acxiom US,Households with people who own a vehicle built in 2015
2082,Acxiom US Automotive > Current Vehicle > Year > 2016,Acxiom US,Households with people who own a vehicle built in 2016
800904217,Acxiom US Automotive > Current Vehicle > Year > 2017,Acxiom US,Households with people who own a vehicle built in 2017
800904218,Acxiom US Automotive > Current Vehicle > Year > 2018,Acxiom US,Households with people who own a vehicle built in 2018
800904299,Acxiom US Automotive > Current Vehicle > Year > 2019 or newer,Acxiom US,Households with people who own a vehicle built in 2019 or later
14002,Acxiom US Automotive > Likely Auto Club Member,Acxiom US,This ranks the likelihood that someone in this household belongs to an auto club.
300008599,Acxiom US Automotive > Likely Auto Club Member > AAA,Acxiom US,This element ranks the likelihood that someone in this household belongs to AAA auto club.
300025199,Acxiom US Automotive > Likely Auto Club Member > AARP Roadside Assistance,Acxiom US,This element ranks the likelihood that someone in this household subscribes to AARP Roadside Assistance.
300025299,Acxiom US Automotive > Likely Auto Club Member > Allstate Motor Club,Acxiom US,This element ranks the likelihood that someone in this household belongs to Allstate Motor Club.
300025099,Acxiom US Automotive > Likely Auto Club Member > Any,Acxiom US,This element ranks the likelihood that someone in this household belongs to an auto club.
300025399,Acxiom US Automotive > Likely Auto Club Member > BP Motor Club,Acxiom US,This element ranks the likelihood that someone in this household belongs to BP Motor Club.
300025499,Acxiom US Automotive > Likely Auto Club Member > Car Dealer/Manufacturer/Dealer Warranty,Acxiom US,This element ranks the likelihood that someone in this household has car dealer/manufacturer/dealer warranty.
300025599,Acxiom US Automotive > Likely Auto Club Member > Other Insurance Company,Acxiom US,This element ranks the likelihood that someone in this household belongs to other insurance company auto club.
14003,Acxiom US Automotive > Likely Country of Origin,Acxiom US,
300448999,Acxiom US Automotive > Likely Country of Origin > New Domestic Vehicle Purchase Luxury,Acxiom US,This element ranks the likelihood that the household may Purchase a New Domestic Luxury Vehicle.
300449099,Acxiom US Automotive > Likely Country of Origin > New Domestic Vehicle Purchase Regular,Acxiom US,This element ranks the likelihood that the household may Purchase a New Domestic Regular Vehicle.
300449199,Acxiom US Automotive > Likely Country of Origin > New European Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a New European Vehicle.
300449299,Acxiom US Automotive > Likely Country of Origin > New Japanese Luxury Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a New Japanese Luxury Vehicle.
300449399,Acxiom US Automotive > Likely Country of Origin > New Japanese Regular Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a New Japanese Regular Vehicle.
300449499,Acxiom US Automotive > Likely Country of Origin > New Korean Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a New Korean Vehicle.
300614199,Acxiom US Automotive > Likely Country of Origin > Used Domestic Luxury Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used Domestic Luxury Vehicle.
300614299,Acxiom US Automotive > Likely Country of Origin > Used Domestic Regular Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used Domestic Regular Vehicle.
300614399,Acxiom US Automotive > Likely Country of Origin > Used European Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used European Vehicle.
300614499,Acxiom US Automotive > Likely Country of Origin > Used Japanese Luxury Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used Japanese Luxury Vehicle.
300614599,Acxiom US Automotive > Likely Country of Origin > Used Japanese Regular Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used Japanese Regular Vehicle.
300614699,Acxiom US Automotive > Likely Country of Origin > Used Korean Vehicle Purchase,Acxiom US,This element ranks the likelihood that the household may Purchase a Used Korean Vehicle.
14005,Acxiom US Automotive > Likely Current Vehicle Segment,Acxiom US,
300028599,Acxiom US Automotive > Likely Current Vehicle Segment > Heavy Duty Truck,Acxiom US,This element ranks the likelihood that someone in this household currently drives a heavy duty truck.
300028299,Acxiom US Automotive > Likely Current Vehicle Segment > Minivan,Acxiom US,This element ranks the likelihood that someone in this household currently drives a minivan.
300528799,Acxiom US Automotive > Likely Current Vehicle Segment > Motorcycle (Financial),Acxiom US,This element ranks the likelihood that someone in this household currently drives a motorcycle.
300027899,Acxiom US Automotive > Likely Current Vehicle Segment > Other Truck,Acxiom US,This element ranks the likelihood that someone in this household currently drives other truck.
300027999,Acxiom US Automotive > Likely Current Vehicle Segment > Other Vehicle (Financial),Acxiom US,This element ranks the likelihood that someone in this household currently drives other vehicle.
300528899,Acxiom US Automotive > Likely Current Vehicle Segment > Recreation Vehicle (Financial),Acxiom US,This element ranks the likelihood that someone in this household currently drives a recreation vehicle.
300528999,Acxiom US Automotive > Likely Current Vehicle Segment > Regular Pickup (Financial),Acxiom US,This element ranks the likelihood that someone in this household currently drives a regular pick-up.
300027799,Acxiom US Automotive > Likely Current Vehicle Segment > Sport/Utility Vehicle,Acxiom US,This element ranks the likelihood that someone in this household currently drives a sport/utility vehicle.
300028199,Acxiom US Automotive > Likely Current Vehicle Segment > Van,Acxiom US,This element ranks the likelihood that someone in this household currently drives a van.
399000500,Acxiom US Automotive > Likely In Market Timing,Acxiom US,Household specific information about likelihood of being in market by the country of origin of the vehicle
300455399,Acxiom US Automotive > Likely In Market Timing > Domestic Luxury Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Domestic Luxury Vehicle.
300455499,Acxiom US Automotive > Likely In Market Timing > New Domestic Regular Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Domestic Regular Vehicle.
300455599,Acxiom US Automotive > Likely In Market Timing > New European Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New European Vehicle.
300455699,Acxiom US Automotive > Likely In Market Timing > New Japanese Luxury Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Japanese Luxury Vehicle.
300455799,Acxiom US Automotive > Likely In Market Timing > New Japanese Regular Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Japanese Regular Vehicle.
300455899,Acxiom US Automotive > Likely In Market Timing > New Korean Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Korean Vehicle.
300441499,Acxiom US Automotive > Likely In Market Timing > New Luxury Vehicle,Acxiom US,This element ranks the likelihood that the household may have Affinity for a Luxury Vehicle.
300441599,Acxiom US Automotive > Likely In Market Timing > New Regular Vehicle,Acxiom US,This element ranks the likelihood that the household may have Affinity for a Regular Vehicle.
300448599,Acxiom US Automotive > Likely In Market Timing > New Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a New Vehicle.
300614099,Acxiom US Automotive > Likely In Market Timing > Used Vehicle,Acxiom US,This element ranks the likelihood that the household may be In Market for a Used Vehicle.
399000700,Acxiom US Automotive > Likely New Vehicle Brand,Acxiom US,Household specific information about likelihood to prefer a specific vehicle brand
300449599,Acxiom US Automotive > Likely New Vehicle Brand > Acura,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Acura.
300449699,Acxiom US Automotive > Likely New Vehicle Brand > Audi,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Audi.
300449799,Acxiom US Automotive > Likely New Vehicle Brand > BMW,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New BMW.
300449899,Acxiom US Automotive > Likely New Vehicle Brand > Buick,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Buick.
300449999,Acxiom US Automotive > Likely New Vehicle Brand > Cadillac,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Cadillac.
300450299,Acxiom US Automotive > Likely New Vehicle Brand > Chevrolet,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Chevrolet.
300450099,Acxiom US Automotive > Likely New Vehicle Brand > Chevrolet Car,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Chevrolet Car.
300450199,Acxiom US Automotive > Likely New Vehicle Brand > Chevrolet Truck,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Chevrolet Truck.
300450399,Acxiom US Automotive > Likely New Vehicle Brand > Chrysler,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Chrysler.
300450499,Acxiom US Automotive > Likely New Vehicle Brand > Dodge,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Dodge.
300450799,Acxiom US Automotive > Likely New Vehicle Brand > Ford,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Ford.
300450599,Acxiom US Automotive > Likely New Vehicle Brand > Ford Car,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Ford Car.
300450699,Acxiom US Automotive > Likely New Vehicle Brand > Ford Truck,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Ford Truck.
300450899,Acxiom US Automotive > Likely New Vehicle Brand > GMC,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New GMC.
300450999,Acxiom US Automotive > Likely New Vehicle Brand > Honda,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Honda.
300451099,Acxiom US Automotive > Likely New Vehicle Brand > Hyundai,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Hyundai.
300451199,Acxiom US Automotive > Likely New Vehicle Brand > Infiniti,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Infiniti.
300451299,Acxiom US Automotive > Likely New Vehicle Brand > Jaguar,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Jaguar.
300451399,Acxiom US Automotive > Likely New Vehicle Brand > Jeep,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Jeep.
300451499,Acxiom US Automotive > Likely New Vehicle Brand > Kia,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Kia.
300451599,Acxiom US Automotive > Likely New Vehicle Brand > Land Rover,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Land Rover.
300451699,Acxiom US Automotive > Likely New Vehicle Brand > Lexus,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Lexus.
300451799,Acxiom US Automotive > Likely New Vehicle Brand > Lincoln,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Lincoln.
300451899,Acxiom US Automotive > Likely New Vehicle Brand > Mazda,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Mazda.
300451999,Acxiom US Automotive > Likely New Vehicle Brand > Mercedes Benz,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Mercedes Benz.
300452099,Acxiom US Automotive > Likely New Vehicle Brand > Mini,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Mini.
300452199,Acxiom US Automotive > Likely New Vehicle Brand > Mitsubishi,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Mitsubishi.
300452299,Acxiom US Automotive > Likely New Vehicle Brand > Nissan,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Nissan.
300529299,Acxiom US Automotive > Likely New Vehicle Brand > Own or Lease Any Honda Vehicle (Financial),Acxiom US,This element ranks the likelihood that someone in this household currently owns/leases any Honda vehicle.
300452399,Acxiom US Automotive > Likely New Vehicle Brand > Porsche,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Porsche.
300454999,Acxiom US Automotive > Likely New Vehicle Brand > Ram,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Ram.
300452499,Acxiom US Automotive > Likely New Vehicle Brand > Scion,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Scion.
300452599,Acxiom US Automotive > Likely New Vehicle Brand > Subaru,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Subaru.
300002799,Acxiom US Automotive > Likely New Vehicle Brand > Suzuki,Acxiom US,This element ranks the likelihood that someone in this household has an affinity to purchase a new vehicle with the Suzuki brand.
300452899,Acxiom US Automotive > Likely New Vehicle Brand > Toyota,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Toyota.
300452699,Acxiom US Automotive > Likely New Vehicle Brand > Toyota Car,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Toyota Car.
300452799,Acxiom US Automotive > Likely New Vehicle Brand > Toyota Truck,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Toyota Truck.
300452999,Acxiom US Automotive > Likely New Vehicle Brand > Volkswagen,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Volkswagen.
300453099,Acxiom US Automotive > Likely New Vehicle Brand > Volvo,Acxiom US,This element ranks the likelihood that the household may have Affinity for any New Volvo.
399000600,Acxiom US Automotive > Likely New Vehicle Payment Preference,Acxiom US,Households specific information about likely payment preference for a vehicle
300448799,Acxiom US Automotive > Likely New Vehicle Payment Preference > Finance,Acxiom US,This element ranks the likelihood that the household may Finance any New Vehicle.
300448899,Acxiom US Automotive > Likely New Vehicle Payment Preference > Lease,Acxiom US,This element ranks the likelihood that the household may Lease any New Vehicle.
300448699,Acxiom US Automotive > Likely New Vehicle Payment Preference > Pay Cash,Acxiom US,This element ranks the likelihood that the household may Pay Cash for any New Vehicle.
10404,Acxiom US Automotive > Likely New Vehicle Type,Acxiom US,This element ranks the likelihood that the household may Purchase a New Vehicle Type.
300456299,Acxiom US Automotive > Likely New Vehicle Type > Electric,Acxiom US,This element ranks the likelihood that the household may Purchase any New Electrical Car .
300456399,Acxiom US Automotive > Likely New Vehicle Type > Hybrid,Acxiom US,This element ranks the likelihood that the household may Purchase any New Hybrid Car .
399001000,Acxiom US Automotive > Likely Purchase Vehicle Segment,Acxiom US,
300453199,Acxiom US Automotive > Likely Purchase Vehicle Segment > Compact Pickup,Acxiom US,This element ranks the likelihood that the household may Purchase a New Compact Pickup.
300453299,Acxiom US Automotive > Likely Purchase Vehicle Segment > Compact SUV,Acxiom US,This element ranks the likelihood that the household may Purchase any New Compact SUV.
300453399,Acxiom US Automotive > Likely Purchase Vehicle Segment > Compact Van,Acxiom US,This element ranks the likelihood that the household may Purchase any New Compact Van.
300453499,Acxiom US Automotive > Likely Purchase Vehicle Segment > Entry Compact Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Entry Compact Car.
300453599,Acxiom US Automotive > Likely Purchase Vehicle Segment > Entry Luxury Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Entry Luxury Car.
300453699,Acxiom US Automotive > Likely Purchase Vehicle Segment > Entry Mid Size Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Entry Mid Size Car.
300453799,Acxiom US Automotive > Likely Purchase Vehicle Segment > Entry Sports Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Entry Sports Car.
300453999,Acxiom US Automotive > Likely Purchase Vehicle Segment > Full Size Heavy Duty Pickup,Acxiom US,This element ranks the likelihood that the household may Purchase any New Heavy Duty Full Size Pickup.
300454099,Acxiom US Automotive > Likely Purchase Vehicle Segment > Full Size Light Duty Pickup,Acxiom US,This element ranks the likelihood that the household may Purchase any New Light Duty Full Size Pickup.
300453899,Acxiom US Automotive > Likely Purchase Vehicle Segment > Full Size SUV,Acxiom US,This element ranks the likelihood that the household may Purchase any New Full Size SUV.
300454199,Acxiom US Automotive > Likely Purchase Vehicle Segment > Luxury Sports Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Luxury Sports Car.
300454299,Acxiom US Automotive > Likely Purchase Vehicle Segment > Luxury SUV,Acxiom US,This element ranks the likelihood that the household may Purchase any New Luxury SUV.
300454399,Acxiom US Automotive > Likely Purchase Vehicle Segment > Mid Luxury Car,Acxiom US,This element ranks the likelihood that the household may Purchase any New Mid Luxury Car.
300454499,Acxiom US Automotive > Likely Purchase Vehicle Segment > Mid SUV,Acxiom US,This element ranks the likelihood that the household may Purchase any New Mid SUV.
300455999,Acxiom US Automotive > Likely Purchase Vehicle Segment > New Compact CUV,Acxiom US,This element ranks the likelihood that the household may Purchase any New Compact CUV .
